post_title,post_content,direccion,coordenada,tipoligia,agua,luz,cobertura,estado_conservacion,propiedad,ID,Excerpt,Image URL,Image Filename,Image Path,Image ID,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured
Bodega subterránea,Galería subterránea de uso vinícola anexa a un restaurante con elementos típicos de la cultura del vino,"Plaza de San Blas 5, Lerma",42º01´31´´ N / 3º 45´ 20´´ W,bodega subterránea.,sí.,sí.,"en la superficie, sí.",bueno.,privada.,7134,Lerma ,https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma3.jpg,BodegaLerma1.jpg|BodegaLerma2.jpg|BodegaLerma3.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/BodegaLerma1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/BodegaLerma2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/BodegaLerma3.jpg,7137|7139|7141,BodegaLerma1|BodegaLerma2|BodegaLerma3,||,||,BodegaLerma1|BodegaLerma2|BodegaLerma3,https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma1.jpg
Underground cellar,Underground gallery for wine-making use attached to a restaurant with typical elements of wine culture.,,,,,,,,,7135,Lerma ,https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma3.jpg,BodegaLerma1.jpg|BodegaLerma2.jpg|BodegaLerma3.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/BodegaLerma1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/BodegaLerma2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/BodegaLerma3.jpg,7138|7140|7142,BodegaLerma1|BodegaLerma2|BodegaLerma3,||,||,BodegaLerma1|BodegaLerma2|BodegaLerma3,https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma1.jpg
Convento deshabitado carmelitas descalzas,"Monasterio femenino en desuso desde 2018 en perfecto estado de conservación de todas sus dependencias. Edificación de unos mil metros cuadrados en planta y zona exterior de más de una hectárea. El convento de la Madre de Dios es de la orden carmelita descalza, siguiendo la regla de Santa Teresa de Jesús de máxima pobreza y austeridad.","Calle del Carmen, 2. Lerma",42º 01´ 33´´ N / 3º 45´ 37´´ W,monasterio,sí.,sí.,sí.,muy bueno.,privada.,7145,Lerma ,https://burgosfilmcommission.org/wp-content/uploads/2022/11/LermaConvento1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/LermaConvento2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/LermaConvento3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Lerma7.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/lerma2.jpg,LermaConvento1.jpg|LermaConvento2.jpg|LermaConvento3.jpg|Lerma7.jpg|lerma2.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/LermaConvento1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/LermaConvento2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/LermaConvento3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Lerma7.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/lerma2.jpg,7148|7150|7152|9036|9038,LermaConvento1|LermaConvento2|LermaConvento3|Lerma7|lerma2,||||,||||,LermaConvento1|LermaConvento2|LermaConvento3||,https://burgosfilmcommission.org/wp-content/uploads/2022/11/LermaConvento1.jpg
Uninhabited monastery of the Discalced Carmelite nuns,"Female monastery in disuse since 2018 in perfect state of conservation of all its dependencies. Building of about a thousand square metres on the ground floor and an exterior area of more than one hectare. The convent of the Mother of God is of the Discalced Carmelite order, following the rule of Saint Teresa of Jesus of maximum poverty and austerity.",,,,,,,,,7146,Lerma ,https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/LermaConvento1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/LermaConvento2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/LermaConvento3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Lerma7.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/lerma2.jpg,BodegaLerma1.jpg|LermaConvento1.jpg|LermaConvento2.jpg|LermaConvento3.jpg|Lerma7.jpg|lerma2.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/BodegaLerma1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/LermaConvento1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/LermaConvento2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/LermaConvento3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Lerma7.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/lerma2.jpg,7138|7149|7151|7153|9037|9039,BodegaLerma1|LermaConvento1|LermaConvento2|LermaConvento3|Lerma7|lerma2,|||||,|||||,BodegaLerma1|LermaConvento1|LermaConvento2|LermaConvento3||,https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma1.jpg
Acueducto de Abánades,Acueducto de cinco ojos sobre el cauce del río Valdavia en el Canal de Castilla.,"Dirección: Carretera N-120, km 68. Melgar de Fernamental.",42º 01´ 33´´ N / 3º 45´ 37´´ W,obra hidráulica,sí.,no.,sí.,muy bueno.,pública.,7157,Melgar de Fernamental,https://burgosfilmcommission.org/wp-content/uploads/2022/11/CanalCastilla1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/CanalCastilla2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/CanalCastilla3.jpg,CanalCastilla1.jpg|CanalCastilla2.jpg|CanalCastilla3.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/CanalCastilla1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/CanalCastilla2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/CanalCastilla3.jpg,7160|7162|7164,CanalCastilla1-abanades|CanalCastilla2-abanades|CanalCastilla3-abanades,||,||,CanalCastilla1-abanades|CanalCastilla2-abanades|CanalCastilla3-abanades,https://burgosfilmcommission.org/wp-content/uploads/2022/11/CanalCastilla1.jpg
Abánades aqueduct,Five-eyed aqueduct over the course of the Valdavia River on the Canal de Castilla.,,,,,,,,,7158,Melgar de Fernamental ,https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/CanalCastilla1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/CanalCastilla2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/CanalCastilla3.jpg,BodegaLerma1.jpg|CanalCastilla1.jpg|CanalCastilla2.jpg|CanalCastilla3.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/BodegaLerma1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/CanalCastilla1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/CanalCastilla2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/CanalCastilla3.jpg,7138|7161|7163|7165,BodegaLerma1|CanalCastilla1|CanalCastilla2|CanalCastilla3,|||,|||,BodegaLerma1|CanalCastilla1-abanades|CanalCastilla2-abanades|CanalCastilla3-abanades,https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma1.jpg
Parque fluvial de Pampliega,Parque fluvial en la margen derecha del río Arlanzón con una panorámica bucólica que recoge el puente medieval del siglo XVI y todo el municipio.,"Dirección: Carretera BU-101, km 17. Pampliega.",42º 12´ 20´´ N / 3º 59´ 25´´ W,"parque, puente, arquitectura histórica, ríos",sí.,sí.,sí.,muy bueno.,pública.,7169,Pampliega ,https://burgosfilmcommission.org/wp-content/uploads/2022/11/CanalCastilla1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Pampliega1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Pampliega2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Pampliega3.jpg,CanalCastilla1.jpg|Pampliega1.jpg|Pampliega2.jpg|Pampliega3.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/CanalCastilla1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Pampliega1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Pampliega2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Pampliega3.jpg,7160|7172|7174|7176,CanalCastilla1-abanades|Pampliega1|Pampliega2|Pampliega3,|||,|||,CanalCastilla1-abanades|Pampliega1|Pampliega2|,https://burgosfilmcommission.org/wp-content/uploads/2022/11/CanalCastilla1.jpg
Pampliega river park,A riverside park on the right bank of the Arlanzón river with a bucolic panorama that includes the 16th century medieval bridge and the whole municipality.,,,,,,,,,7170,Pampliega,https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Pampliega1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Pampliega2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Pampliega3.jpg,BodegaLerma1.jpg|Pampliega1.jpg|Pampliega2.jpg|Pampliega3.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/BodegaLerma1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Pampliega1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Pampliega2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Pampliega3.jpg,7138|7173|7175|7177,BodegaLerma1|Pampliega1|Pampliega2|Pampliega3,|||,|||,BodegaLerma1|Pampliega1|Pampliega2|Pampliega3,https://burgosfilmcommission.org/wp-content/uploads/2022/11/BodegaLerma1.jpg
Estación de autobuses de Burgos,"La estación de autobuses de Burgos se encuentra en el centro de la ciudad y está abierta a todo tipo de rodajes.
La estación está formada por 17 andenes, de diferentes dimensiones. Los más cercanos a la puerta de entrada de vehículos son más grandes, con capacidad para coches de hasta 15 metros de longitud. Los andenes centrales, próximos a la entrada de viajeros, sólo son aptos para coches más cortos.","Dirección: calle Miranda, 4. Burgos",,estación de autobuses.,sí.,sí.,sí.,muy bueno.,pública.,7179,Burgos ,https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/estacion-autobuses-burgos-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/estacion-autobuses-burgos-2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/estacion-autobuses-burgos-3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus5.jpg,Bus2.jpg|estacion-autobuses-burgos-1.jpg|estacion-autobuses-burgos-2.jpg|estacion-autobuses-burgos-3.jpg|Bus1.jpg|Bus3.jpg|Bus4.jpg|Bus5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Bus2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/estacion-autobuses-burgos-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/estacion-autobuses-burgos-2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/estacion-autobuses-burgos-3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Bus1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Bus3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Bus4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Bus5.jpg,9024|7182|7184|7186|9022|9026|9028|9030,Bus2|estacion-autobuses-burgos-1|estacion-autobuses-burgos-2|estacion-autobuses-burgos-3|Bus1|Bus3|Bus4|Bus5,|||||||,|||||||,|estacion-autobuses-burgos-1|estacion-autobuses-burgos-2|estacion-autobuses-burgos-3||||,https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus2.jpg
Burgos bus station,"Burgos bus station is located in the city centre and is open to all types of filming.
The station is made up of 17 platforms of different sizes. The ones closest to the vehicle entrance door are larger, with capacity for buses up to 15 metres long. The central platforms, close to the passenger entrance, are only suitable for shorter buses.",,,,,,,,,7180,Burgos ,https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/estacion-autobuses-burgos-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/estacion-autobuses-burgos-2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/estacion-autobuses-burgos-3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus5.jpg,Bus2.jpg|estacion-autobuses-burgos-1.jpg|estacion-autobuses-burgos-2.jpg|estacion-autobuses-burgos-3.jpg|Bus1.jpg|Bus3.jpg|Bus4.jpg|Bus5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Bus2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/estacion-autobuses-burgos-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/estacion-autobuses-burgos-2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/estacion-autobuses-burgos-3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Bus1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Bus3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Bus4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/Bus5.jpg,9025|7183|7185|7187|9023|9027|9029|9031,Bus2|estacion-autobuses-burgos-1|estacion-autobuses-burgos-2|estacion-autobuses-burgos-3|Bus1|Bus3|Bus4|Bus5,|||||||,|||||||,|estacion-autobuses-burgos-1|estacion-autobuses-burgos-2|estacion-autobuses-burgos-3||||,https://burgosfilmcommission.org/wp-content/uploads/2022/11/Bus2.jpg
Valle de las Navas - Arizona burgalesa,"En el burebano Valle de las Navas, conocido como la Arizona burgalesa, se localiza un territorio en el que predomina un carácter estepario de fantasiosa apariencia y variadas tonalidades. Modelado por la erosión en los blandos materiales terciarios y cuaternarios, en la zona se suceden los conglomerados calcáreos, las arcillas rojas, las areniscas amarillentas, las margas blancas y grises, las calizas y las arenas del Mioceno Inferior. Este desierto burgalés, que no lo es tanto ya que es el hábitat ideal para muchas especies de aves esteparias y rapaces como el águila real, tiene su acceso principal desde Tobes y Rahedo.",": Carretera BU-V-5003, km 2",42º 30´ 12´´ N - 3º 33´ 01´´ W,naturaleza,no.,no.,sí.,muy bueno,pública.,7190,Varias localizaciones,https://burgosfilmcommission.org/wp-content/uploads/2022/11/arizona4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/las-navas-mapa.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/navas-burgos-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/navas-burgos-2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/arizona6.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/arizona5.jpg,arizona4.jpg|las-navas-mapa.jpg|navas-burgos-1.jpg|navas-burgos-2.jpg|arizona6.jpg|arizona5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/arizona4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/las-navas-mapa.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/navas-burgos-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/navas-burgos-2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/arizona6.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/arizona5.jpg,9014|7193|7195|7197|9010|9012,arizona4|las-navas-mapa|navas-burgos-1|navas-burgos-2|arizona6|arizona5,|||||,|||||,|las-navas-mapa|navas-burgos-1|navas-burgos-2||,https://burgosfilmcommission.org/wp-content/uploads/2022/11/arizona4.jpg
Valley  of las Navas - Arizona burgalesa,"In the Valle de las Navas, known as the Arizona burgalesa, is located a territory in which a steppe-like character of fanciful appearance and varied tonalities predominates. Modelled by erosion in the soft Tertiary and Quaternary materials, the area is made up of calcareous conglomerates, red clays, yellowish sandstones, white and grey loams, limestone and sand from the Lower Miocene. This Burgos desert, which is not so deserted as it is the ideal habitat for many species of steppe birds and birds of prey such as the golden eagle, has its main access from Tobes and Rahedo.",,,,,,,,,7191,Various locations,https://burgosfilmcommission.org/wp-content/uploads/2022/11/arizona4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/las-navas-mapa.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/navas-burgos-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/navas-burgos-2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/arizona6.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/arizona5.jpg,arizona4.jpg|las-navas-mapa.jpg|navas-burgos-1.jpg|navas-burgos-2.jpg|arizona6.jpg|arizona5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/arizona4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/las-navas-mapa.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/navas-burgos-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/navas-burgos-2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/arizona6.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/arizona5.jpg,9015|7194|7196|7198|9011|9013,arizona4|las-navas-mapa|navas-burgos-1|navas-burgos-2|arizona6|arizona5,|||||,|||||,|las-navas-mapa|navas-burgos-1|navas-burgos-2||,https://burgosfilmcommission.org/wp-content/uploads/2022/11/arizona4.jpg
Casa Avilés Osborne,"Es una casa totalmente rehabilitada en 2019 que ha respetado la esencia. Antiguamente fue propiedad del Monasterio benedictino de Santo Domingo de Silos, y se encuentra justo al lado de él, a unos 20 pasos de la entrada a la iglesia del monasterio. Tiene planta baja más 2 plantas más buhardillas, Techos de madera originales, decoración ecléctica con antigüedades. En planta baja está la cocina independiente, comedor independiente, y salón con tv y zona de trabajo con escritorio. En planta 1, un gran salón con 2 balcones, que dan al Monasterio, con zona de trabajo y chimenea, y un baño completo, más lavandería con lavadora y secadora. En planta 2, 3 dormitorios dobles exteriores y 2 baños (uno en suite) En planta 3, 2 buhardillas con 2 habitaciones dobles, ambas con mesa de trabajo, y un aseo.","calle Santo Domingo, 2. Santo Domingo de Silos.",,vivienda,sí.,sí.,sí.,muy bueno.,privada.,7466,Santo Domingo de Silos ,https://burgosfilmcommission.org/wp-content/uploads/2022/11/habitacion-casa-aviles-osborne.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/buhardilla-casa-aviles-osborne.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/cocina-casa-aviles-osborne.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/sala-estar-casa-aviles-osborne.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/exterior-casa-aviles-osborne.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/CasAviles.jpg,habitacion-casa-aviles-osborne.jpg|buhardilla-casa-aviles-osborne.jpg|cocina-casa-aviles-osborne.jpg|sala-estar-casa-aviles-osborne.jpg|exterior-casa-aviles-osborne.jpg|CasAviles.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/habitacion-casa-aviles-osborne.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/buhardilla-casa-aviles-osborne.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/cocina-casa-aviles-osborne.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/sala-estar-casa-aviles-osborne.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/exterior-casa-aviles-osborne.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/CasAviles.jpg,7473|7470|7475|7477|7479|9107,habitacion-casa-aviles-osborne|buhardilla-casa-aviles-osborne|cocina-casa-aviles-osborne|sala-estar-casa-aviles-osborne|exterior-casa-aviles-osborne|CasAviles,|||||,|||||,habitacion-casa-aviles-osborne|buhardilla-casa-aviles-osborne|cocina-casa-aviles-osborne||exterior-casa-aviles-osborne|,https://burgosfilmcommission.org/wp-content/uploads/2022/11/habitacion-casa-aviles-osborne.jpg
Avilés Osborne house,"It is a house that has been completely refurbished in 2019, respecting its essence. It was formerly owned by the Benedictine Monastery of Santo Domingo de Silos, and is located right next to it, about 20 steps from the entrance to the monastery church. It has a ground floor plus 2 floors plus attics, Original wooden ceilings, eclectic decoration with antiques. On the ground floor is the separate kitchen, separate dining room, and lounge with tv and work area with desk. On floor 1, a large living room with 2 balconies overlooking the Monastery, with work area and fireplace, and a full bathroom, plus laundry with washing machine and dryer. On floor 2, 3 exterior double bedrooms and 2 bathrooms (one suite bathroom). On floor 3, 2 attics with 2 double bedrooms, both with work table, and a toilet.",,,,,,,,,7467,Santo Domingo de Silos ,https://burgosfilmcommission.org/wp-content/uploads/2022/11/habitacion-casa-aviles-osborne.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/buhardilla-casa-aviles-osborne.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/cocina-casa-aviles-osborne.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/sala-estar-casa-aviles-osborne.jpg|https://burgosfilmcommission.org/wp-content/uploads/2022/11/exterior-casa-aviles-osborne.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/CasAviles.jpg,habitacion-casa-aviles-osborne.jpg|buhardilla-casa-aviles-osborne.jpg|cocina-casa-aviles-osborne.jpg|sala-estar-casa-aviles-osborne.jpg|exterior-casa-aviles-osborne.jpg|CasAviles.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/habitacion-casa-aviles-osborne.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/buhardilla-casa-aviles-osborne.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/cocina-casa-aviles-osborne.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/sala-estar-casa-aviles-osborne.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2022/11/exterior-casa-aviles-osborne.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/CasAviles.jpg,7474|7471|7476|7478|7480|9106,habitacion-casa-aviles-osborne|buhardilla-casa-aviles-osborne|cocina-casa-aviles-osborne|sala-estar-casa-aviles-osborne|exterior-casa-aviles-osborne|CasAviles,|||||,|||||,habitacion-casa-aviles-osborne|buhardilla-casa-aviles-osborne|cocina-casa-aviles-osborne|sala-estar-casa-aviles-osborne|exterior-casa-aviles-osborne|,https://burgosfilmcommission.org/wp-content/uploads/2022/11/habitacion-casa-aviles-osborne.jpg
Residencia Miltar Dos de Mayo,"Instalación militar con una superficie en planta de unos 3.000 metros cuadrados y 4 plantas. La planta baja corresponde a las zonas comunes, donde encontramos las dependencias más impresionantes, como la biblioteca, salones, bar y comedor de aspecto decimonónico.","C/ Infantería 1, Burgos","42º 20´ 51´´ N, 3º 40´40´´ W",edificio institucional,sí.,sí.,sí.,muy bueno.,militar,7664,Burgos,https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web5.jpg,Residencia_dosdemayo_web3.jpg|Residencia_dosdemayo_web1.jpg|Residencia_dosdemayo_web2.jpg|Residencia_dosdemayo_web4.jpg|Residencia_dosdemayo_web5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/Residencia_dosdemayo_web3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/Residencia_dosdemayo_web1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/Residencia_dosdemayo_web2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/Residencia_dosdemayo_web4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2023/01/Residencia_dosdemayo_web5.jpg,7839|7835|7837|7842|7844,Residencia_dosdemayo_web3|Residencia_dosdemayo_web1|Residencia_dosdemayo_web2|Residencia_dosdemayo_web4|Residencia_dosdemayo_web5,||||,||||,||||,https://burgosfilmcommission.org/wp-content/uploads/2023/01/Residencia_dosdemayo_web3.jpg
